#separator:tab
#html:true
#tags column:10
1	<strong>In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each number.</strong><br>A market place is always abuzz with activity. It is especially (1)______ a visit in the evenings. A (2)______ range of items are on display. (3)______ and getting a satisfactory (4)______ give the necessary sense of (5)______ to the bored housewife and bring a smile (6)______ her face. People from all (7)______ of life, rich and poor, (8)______ shoulders with each other. From their busy (9)______, here people find time to (10)______ a greeting with friends or neighbours.<br><br><strong><b>Question:</b></strong><br>Select the most appropriate option to fill in blank number 1	asset	worth	credit	value	2	<span>The correct answer is - </span><strong>worth</strong><span><span>.</span></span><br><span><strong><span><u>Key Points</u></span></strong></span><br><ul><li>Let's look at the meanings of the given words:<ul><li><b>asset- </b>a useful or valuable thing, person, or quality<li><b>worth- </b>sufficiently good, important, or interesting to justify a specified action; deserving to be treated or regarded in the way specified<li><b>credit- </b>the ability of a customer to obtain goods or services before payment, based on the trust that payment will be made in the future<li><b>value- </b>the regard that something is held to deserve; the importance, worth, or usefulness of something</ul><li>The phrase<strong> 'be worth something' </strong>means<strong> to be important or interesting enough to receive a particular action.</strong><li>In the current scenario, the adjective <span>'worth' </span>is the correct choice in the <span>given </span><span>blank.</span></ul>		ENG::Cloze-Test CGL::Mains::014
2	<strong>In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each number.</strong><br>A market place is always abuzz with activity. It is especially (1)______ a visit in the evenings. A (2)______ range of items are on display. (3)______ and getting a satisfactory (4)______ give the necessary sense of (5)______ to the bored housewife and bring a smile (6)______ her face. People from all (7)______ of life, rich and poor, (8)______ shoulders with each other. From their busy (9)______, here people find time to (10)______ a greeting with friends or neighbours.<br><br><strong><b>Question:</b></strong><br>Select the most appropriate option to fill in blank number 2.	wide	tall	short	narrow	1	<span>The correct answer is - <b>wide.</b></span><br><span><strong><span><u>Key Points</u></span></strong></span><br><ul><li>Let's look at the meanings of the given words:<ul><li><b>wide- </b>including a great variety of people or things<br><li><b>tall- </b>of great or more than average height, especially (with reference to an object) relative to width<li><b>short- </b>measuring a small distance from end to end<li><b>narrow- </b>(especially of something that is considerably longer or higher than it is wide) of small width</ul><li>Since '<strong>market</strong>' is a place where <strong>vendors convene to sell their goods,</strong> we need an <strong>adjective </strong>that includes a <strong>range </strong>or <strong>variety </strong>of different products.<li>In the current scenario, the adjective <span>'wide' </span>is the correct choice in the <span>given </span><span>blank.</span></ul>		ENG::Cloze-Test CGL::Mains::014
3	<strong>In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each number.</strong><br>A market place is always abuzz with activity. It is especially (1)______ a visit in the evenings. A (2)______ range of items are on display. (3)______ and getting a satisfactory (4)______ give the necessary sense of (5)______ to the bored housewife and bring a smile (6)______ her face. People from all (7)______ of life, rich and poor, (8)______ shoulders with each other. From their busy (9)______, here people find time to (10)______ a greeting with friends or neighbours.<br><br><strong><b>Question:</b></strong><br>Select the most appropriate option to fill in blank number 3	Debating	Bargaining	Fighting	Snatching	2	<span>The correct answer is - </span><strong>Bargaining</strong><span><span>.</span></span><br><span><strong><span><u>Key Points</u></span></strong></span><br><ul><li>Let's look at the meanings of the given words:<ul><li><b>Debating- </b>argue about (a subject), especially in a formal manner<br><li><b>Bargaining- </b>negotiate the terms and conditions of a transaction<li><b>Fighting- </b>the action of fighting; violence or conflict<li><b>Snatching- </b>quickly seize (something) in a rude or eager way</ul><li>When one goes to the <strong>market </strong>to shop anything, <strong>negotiating </strong>with the <strong>dealer </strong>or <strong>shopkeeper </strong>is an <strong>integral </strong>part of the process.<li>In the current scenario, the word <span>'Bargaining' </span>is the correct choice in the <span>given </span><span>blank</span></ul>		ENG::Cloze-Test CGL::Mains::014
4	<strong>In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each number.</strong><br>A market place is always abuzz with activity. It is especially (1)______ a visit in the evenings. A (2)______ range of items are on display. (3)______ and getting a satisfactory (4)______ give the necessary sense of (5)______ to the bored housewife and bring a smile (6)______ her face. People from all (7)______ of life, rich and poor, (8)______ shoulders with each other. From their busy (9)______, here people find time to (10)______ a greeting with friends or neighbours.<br><br><strong><b>Question:</b></strong><br>Select the most appropriate option to fill in blank number 4.	case	contract	pact	deal	4	<span>The correct answer is - </span><strong>deal</strong><span><span>.</span></span><br><span><strong><span><u>Key Points</u></span></strong></span><br><ul><li>Let's look at the meanings of the given words:<ul><li><b>case- </b>an instance of a particular situation; an example of something occurring<br><li><b>contract- </b>a written or spoken agreement, especially one concerning employment, sales, or tenancy, that is intended to be enforceable by law<li><b>pact- </b>a formal agreement between individuals or parties<li><b>deal- </b>an agreement or an arrangement, especially in business</ul><li>When the <strong>dealer </strong>and the shopper <strong>agree on</strong> the common <strong>price </strong>of a commodity, it gives <strong>satisfaction </strong>to the customer.<li>In the current scenario, the noun <span>'deal' </span>is the correct choice in the <span>given </span><span>blank.</span></ul>		ENG::Cloze-Test CGL::Mains::014
5	<strong>In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each number.</strong><br>A market place is always abuzz with activity. It is especially (1)______ a visit in the evenings. A (2)______ range of items are on display. (3)______ and getting a satisfactory (4)______ give the necessary sense of (5)______ to the bored housewife and bring a smile (6)______ her face. People from all (7)______ of life, rich and poor, (8)______ shoulders with each other. From their busy (9)______, here people find time to (10)______ a greeting with friends or neighbours.<br><br><strong><b>Question:</b></strong><br>Select the most appropriate option to fill in blank number 5	improvement	creation	exertion	achievement	4	<span>The correct answer is - </span><span>achievement</span><span><span>.</span></span><br><span><strong><span><u>Key Points</u></span></strong></span><br><ul><li>Let's look at the meanings of the given words:<ul><li><b>improvement- </b>an example or instance of improving or being improved<br><li><b>creation- </b>the action or process of bringing something into existence<li><b>exertion- </b>physical or mental effort<li><b>achievement- </b>a thing done successfully, typically by effort, courage, or skill</ul><li>As per the context of the sentence, <strong>a housewife feels good after succeeding in doing something very good and difficult.</strong><li>In the current scenario, the noun <span>'achievement' </span>is the correct choice in the <span>given </span><span>blank.</span></ul>		ENG::Cloze-Test CGL::Mains::014
6	<strong>In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each number.</strong><br>A market place is always abuzz with activity. It is especially (1)______ a visit in the evenings. A (2)______ range of items are on display. (3)______ and getting a satisfactory (4)______ give the necessary sense of (5)______ to the bored housewife and bring a smile (6)______ her face. People from all (7)______ of life, rich and poor, (8)______ shoulders with each other. From their busy (9)______, here people find time to (10)______ a greeting with friends or neighbours.<br><br><strong><b>Question:</b></strong><br>Select the most appropriate option to fill in blank number 6.	to	of	in	at	1	<span>The correct answer is - <b>to.</b></span><br><span><strong><span><u>Key Points</u></span></strong></span><br><ul><li>Let's look at the meaning of the given idiom:<ul><li><strong>to- </strong>identifying the person or thing affected<li><strong>of- </strong>expressing the relationship between a part and a whole<li><span>in- </span>expressing the situation of something that is or appears to be enclosed or surrounded by something else.<li><span>at-</span><span><i> </i></span>expressing location or arrival in a particular place or position.</ul><li>​The phrase<span> <strong>'</strong></span><strong>bring a smile to one's face​/​lips'</strong> means <strong>to make him/her smile.</strong><li>In the current scenario, the preposition <span>'to' </span>is the correct choice in the <span>given </span><span>blank.</span></ul>		ENG::Cloze-Test CGL::Mains::014
7	<strong>In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each number.</strong><br>A market place is always abuzz with activity. It is especially (1)______ a visit in the evenings. A (2)______ range of items are on display. (3)______ and getting a satisfactory (4)______ give the necessary sense of (5)______ to the bored housewife and bring a smile (6)______ her face. People from all (7)______ of life, rich and poor, (8)______ shoulders with each other. From their busy (9)______, here people find time to (10)______ a greeting with friends or neighbours.<br><br><strong><b>Question:</b></strong><br>Select the most appropriate option to fill in blank number 7.	parts	steps	tours	walks	4	<span>The correct answer is - </span><span>walks</span><span><span>.</span></span><br><span><strong><span><u>Key Points</u></span></strong></span><br><ul><li>Let's look at the meaning of the given idiom:<ul><li><b>all walks of life- </b>used to refer to people who have many different jobs or positions in society</ul><li>Example:<ul><li><em>People from <strong>all walks of life </strong>came to the carnival.</em></ul><li>In the current scenario, the word <span>'walks' </span>is the correct choice in the <span>given </span><span>blank.</span></ul>		ENG::Cloze-Test CGL::Mains::014
8	<strong>In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each number.</strong><br>A market place is always abuzz with activity. It is especially (1)______ a visit in the evenings. A (2)______ range of items are on display. (3)______ and getting a satisfactory (4)______ give the necessary sense of (5)______ to the bored housewife and bring a smile (6)______ her face. People from all (7)______ of life, rich and poor, (8)______ shoulders with each other. From their busy (9)______, here people find time to (10)______ a greeting with friends or neighbours.<br><br><strong><b>Question:</b></strong><br>Select the most appropriate option to fill in blank number 8.	rub	swipe	join	pat	1	<span>The correct answer is - <b>rub.</b></span><br><span><strong><span><u>Key Points</u></span></strong></span><br><ul><li>Let's look at the meaning of the given idiom:<ul><li><span>rub shoulders with- </span>to meet and talk with (someone) in a friendly way</ul><li>Example:<ul><li><em>The awards dinner gave me the opportunity to<strong> rub shoulders with </strong>some of today's greatest American poets.​</em></ul><li>In the current scenario, the word <span>'rub' </span>is the correct choice in the <span>given </span><span>blank.</span></ul>		ENG::Cloze-Test CGL::Mains::014
9	<strong>In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each number.</strong><br>A market place is always abuzz with activity. It is especially (1)______ a visit in the evenings. A (2)______ range of items are on display. (3)______ and getting a satisfactory (4)______ give the necessary sense of (5)______ to the bored housewife and bring a smile (6)______ her face. People from all (7)______ of life, rich and poor, (8)______ shoulders with each other. From their busy (9)______, here people find time to (10)______ a greeting with friends or neighbours.<br><br><strong><b>Question:</b></strong><br>Select the most appropriate option to fill in blank number 9.	custom	system	pattern	schedule	4	<span>The correct answer is - <b>schedule.</b></span><br><span><strong><span><u>Key Points</u></span></strong></span><br><ul><li>Let's look at the meanings of the given words:<ul><li><b>custom- </b>a traditional and widely accepted way of behaving or doing something that is specific to a particular society, place, or time<li><b>system- </b>a set of things working together as parts of a mechanism or an interconnecting network<li><b>pattern- </b>an arrangement or sequence regularly found in comparable objects<li><b>schedule- </b>a plan for carrying out a process or procedure, giving lists of intended events and times</ul><li>As per the context of the sentence,<span> people take out time of their busy </span><strong>day-to-day plans or timetable.</strong><li>In the current scenario, the noun <span>'schedule' </span>is the correct choice in the <span>given </span><span>blank.</span></ul>		ENG::Cloze-Test CGL::Mains::014
10	<strong>In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each number.</strong><br>A market place is always abuzz with activity. It is especially (1)______ a visit in the evenings. A (2)______ range of items are on display. (3)______ and getting a satisfactory (4)______ give the necessary sense of (5)______ to the bored housewife and bring a smile (6)______ her face. People from all (7)______ of life, rich and poor, (8)______ shoulders with each other. From their busy (9)______, here people find time to (10)______ a greeting with friends or neighbours.<br><br><strong><b>Question:</b></strong><br>Select the most appropriate option to fill in blank number 10.	exchange	return	transfer	displace<span></span>	1	<span>The correct answer is - </span><span>exchange</span><span><span>.</span></span><br><span><strong><span><u>Key Points</u></span></strong></span><br><ul><li>Let's look at the meaning of the given idiom:<ul><li><span>exchange greetings with someone- </span>something friendly or polite that you say or do when you meet or welcome someone</ul><li>Example:<ul><li><em>They briskly <strong>exchanged greetings</strong> before starting the session.</em></ul><li>In the current scenario, the verb <span>'exchange' </span>is the correct choice in the <span>given </span><span>blank.</span></ul>		ENG::Cloze-Test CGL::Mains::014
